question_id,category,status,final_answer,em_final,abstained,em_context_only_canonical,ctx_contains_gt_keywords,pool,union_rows,step_3_19_bucket,gen_model,n_samples,vote_count,unanimous,parse_ok_n
C13,comparative,pass,"Based on the knowledge graph, Italy offers better financial support for IS projects with 25.8 EUR/MWh through Titoli di Efficienza Energetica / Certificati Bianchi for waste-heat-recovery, heat-pump, and absorption-chiller technologies. Denmark's support is regulatory (Heat Supply Act mandate) rather than financial.",False,False,False,True,IT_DK_SUPPORT_COMPARE|P3_regulatory_screening_dk|P4_incentives_it_whr|GENERIC_REGULATION|GENERIC_COUNTRY,14,routing_under_retrieval,claude-haiku-4-5-20251001,3,1,False,3
C14,comparative,pass,"4GDH operates at 60.0°C supply temperature and is directly compatible with LC data centre waste heat (~47°C) without heat pump upgrade. 3GDH operates at 80.0°C supply temperature and requires heat pump upgrade to reach this temperature from DC LC waste heat recovery. 4GDH's lower supply temperature enables direct compatibility, while 3GDH's higher temperature necessitates additional upgrade technology.",True,False,True,True,DK_4GDH_PARAMS|DK_3GDH_PARAMS|DK_DH_COMPARE|P2_thermal_compatibility_all|P1_eed_art26_threshold,12,synthesis_or_metric,claude-haiku-4-5-20251001,3,1,False,3
C15,comparative,pass,The knowledge graph contains 7 regulatory articles with mandatory obligations and 0 articles with voluntary obligations.,False,False,True,True,ALL_REGULATORY_ARTICLES|GENERIC_REGULATION|GENERIC_COUNTRY|P1_eed_art26_threshold|P3_regulatory_screening_dk,18,synthesis_or_metric,claude-haiku-4-5-20251001,3,2,False,3
C16,comparative,pass,"Denmark imposes higher regulatory burden on a 5 MW data center through the Varmeforsyningsloven — Heat Supply Act, which mandates connection to the DH network if economically feasible (threshold 1.0 MW). Italy uses a financial incentive approach (25.8 EUR/MWh via TEE/CB) for waste-heat-recovery, heat-pump, and absorption-chiller technologies with no mandatory connection requirement. Denmark's regulatory approach is more prescriptive, while Italy's is voluntary and incentive-based.",True,False,False,True,IT_DK_SUPPORT_COMPARE|P3_regulatory_screening_dk|P4_incentives_it_whr|GENERIC_COUNTRY|P2_thermal_compatibility_all,16,routing_under_retrieval,claude-haiku-4-5-20251001,3,1,False,3
C17,comparative,pass,Denmark and Italy have completed EED transposition (eed_transposed True).,True,False,False,True,GENERIC_COUNTRY|P6_full_is_path|GENERIC_REGULATION|P1_eed_art26_threshold|ALL_REGULATORY_ARTICLES,40,routing_under_retrieval,claude-haiku-4-5-20251001,3,2,False,3
C18,comparative,pass,"For an IS project in Denmark, a 3GDH network requires a heat pump (HP) upgrade to reach the 80°C supply temperature, whereas a 4GDH network is directly compatible without HP upgrade for datacenter waste heat recovery at ~47°C supply temperature.",True,False,False,True,DK_4GDH_PARAMS|DK_3GDH_PARAMS|DK_DH_COMPARE|P3_regulatory_screening_dk|P2_thermal_compatibility_all,12,routing_under_retrieval,claude-haiku-4-5-20251001,3,1,False,3
C19,comparative,pass,"The three upgrade technologies ranked by supply temperature are: direct_HX at 47.6 degrees Celsius, HP at 70.0 degrees Celsius, and CO2_HTHP at 110.0 degrees Celsius.",True,False,True,True,P2_thermal_compatibility_S1|P5_scenario_comparison_L|DK_4GDH_PARAMS|P2_thermal_compatibility_all|DK_DH_COMPARE,15,synthesis_or_metric,claude-haiku-4-5-20251001,3,2,False,3
C20,comparative,pass,CO2_HTHP achieves the highest supply temperature in the framework at 110.0 degrees Celsius.,True,False,False,True,P5_scenario_comparison_L|P2_thermal_compatibility_all|DK_4GDH_PARAMS|DK_DH_COMPARE|DK_3GDH_PARAMS,14,routing_under_retrieval,claude-haiku-4-5-20251001,3,2,False,3
C21,comparative,abstain,Not available in the knowledge graph.,False,True,False,True,DK_4GDH_PARAMS|P5_scenario_comparison_L|DK_3GDH_PARAMS|P2_thermal_compatibility_all|P4_incentives_it_whr,15,borderline_derived,claude-haiku-4-5-20251001,3,3,True,3
C22,comparative,abstain,Not available in the knowledge graph.,False,True,False,False,P2_thermal_compatibility_all|P5_scenario_comparison_L|P6_full_is_path|ALL_REGULATORY_ARTICLES|DK_3GDH_PARAMS,40,borderline_derived,claude-haiku-4-5-20251001,3,3,True,3
C23,comparative,pass,"The mid-size DC (DC-M) scenarios across temperature bands are: S4 (T1 Low Grade) uses direct_HX with supply_c 47.6 and required_c 60.0 for Pasteurization; S5 (T2 Medium Grade) uses HP with supply_c 70.0 and required_c 90.0 for Paper Drying; S6 (T3 High Grade) uses CO2_HTHP with supply_c 110.0 and required_c 130.0 for Sterilization. All three scenarios have status GAP and operate with DC-M specifications: it_kw 3200, waste_heat_kw 3840, pue 1.15.",True,False,False,True,TEMPERATURE_BAND_DEF|GENERIC_DC|P2_thermal_compatibility_all|P5_scenario_comparison_L|DK_DH_COMPARE,20,routing_under_retrieval,claude-haiku-4-5-20251001,3,1,False,3
C24,comparative,abstain,Not available in the knowledge graph.,False,True,False,True,P2_thermal_compatibility_all|P4_incentives_it_whr|GENERIC_ACTOR|GENERIC_COUNTRY|P5_scenario_comparison_L,18,routing_under_retrieval,claude-haiku-4-5-20251001,3,3,True,3
C25,comparative,pass,"T1, T2, and T3 bands each target 2 industrial sectors: Food, Drink and Milk and Pulp and Paper Industry. The number of industrial sectors targeted is equal across all three temperature bands.",True,False,True,True,TEMPERATURE_BAND_DEF|SCENARIO_COUNT_BY_SECTOR|P6_full_is_path|DK_DH_COMPARE|GENERIC_DC,37,synthesis_or_metric,claude-haiku-4-5-20251001,3,1,False,3
C26,comparative,pass,Hyperscale data center scale combined with CO2_HTHP upgrade technology maximizes both heat capacity at 30000 kW and temperature at 130.0°C.,False,False,False,True,P5_scenario_comparison_L|P2_thermal_compatibility_all|GENERIC_DC|P1_eed_art26_threshold|P6_full_is_path,40,,claude-haiku-4-5-20251001,3,1,False,3
C27,comparative,abstain,Not available in the knowledge graph.,False,True,False,False,P4_incentives_it_whr|GENERIC_ACTOR|IT_DK_SUPPORT_COMPARE|DK_DH_COMPARE|GENERIC_COUNTRY,10,routing_under_retrieval,claude-haiku-4-5-20251001,3,3,True,3
C28,comparative,pass,"7 Regulation nodes and 13 RegulatoryArticle nodes, for a total of 20 nodes.",True,False,True,True,GENERIC_REGULATION|GENERIC_COUNTRY|GENERIC_DC|ALL_REGULATORY_ARTICLES|DK_3GDH_PARAMS,20,synthesis_or_metric,claude-haiku-4-5-20251001,3,2,False,3
C29,comparative,pass,"Danish 3rd Generation DH (3GDH) has a capacity of 500.0 MW, while Danish 4th Generation DH (4GDH) has a capacity of 300.0 MW. The 3GDH network has 200.0 MW greater capacity than the 4GDH network.",True,False,True,True,DK_4GDH_PARAMS|DK_3GDH_PARAMS|DK_DH_COMPARE|P3_regulatory_screening_dk|GENERIC_REGULATION,10,synthesis_or_metric,claude-haiku-4-5-20251001,3,2,False,3
C30,comparative,pass,"DC-M and DC-L are directly eligible for the Danish DH connection mandate (Varmeforsyningsloven) without additional regulatory steps, provided they are heat sources >1.0 MW located in municipal DH planning areas and the connection is economically feasible.",False,False,True,True,P3_regulatory_screening_dk|P4_incentives_it_whr|IT_DK_SUPPORT_COMPARE|ALL_REGULATORY_ARTICLES|GENERIC_REGULATION,17,,claude-haiku-4-5-20251001,3,1,False,3
C31,comparative,abstain,Not available in the knowledge graph.,False,True,False,False,IT_DK_SUPPORT_COMPARE|P4_incentives_it_whr|DK_NECP_TARGET|DK_DH_COMPARE|GENERIC_DC,9,borderline_derived,claude-haiku-4-5-20251001,3,3,True,3
C32,comparative,pass,"Italy has more regulatory instruments in the knowledge graph with 5 instruments (IT-DM-2021-05-21, IT-DD-2022-05-03, IT-DD-2023-05-04, IT-DD-2023-10-13, IT-DM-MASE-2025-07-21) compared to Denmark with 1 instrument (Varmeforsyningsloven — Heat Supply Act).",False,False,False,True,GENERIC_COUNTRY|GENERIC_REGULATION|IT_DK_SUPPORT_COMPARE|ALL_REGULATORY_ARTICLES|P3_regulatory_screening_dk,19,routing_under_retrieval,claude-haiku-4-5-20251001,3,2,False,3
C33,comparative,pass,"Scenario S8 (Hyperscale datacenter DC-L, Paper Drying process, HP upgrade technology) offers the best combination: available capacity of 29500.0 kW, heat pump technology eligible under Italian TEE/CB incentive at 25.8 EUR/MWh and Danish Varmeforsyningsloven regulatory mandate, and thermal feasibility with 20°C temperature gap (70.0°C supply to 90.0°C required).",False,False,False,True,P2_thermal_compatibility_all|P4_incentives_it_whr|P5_scenario_comparison_L|IT_DK_SUPPORT_COMPARE|P2_thermal_compatibility_S1,16,routing_under_retrieval,claude-haiku-4-5-20251001,3,1,False,3
