question_id,category,status,final_answer,em_final,abstained,em_context_only_canonical,ctx_contains_gt_keywords,pool,union_rows,step_3_19_bucket,gen_model
C09,comparative,pass,"Based on the rows provided, all scenarios with HP upgrade (Paper Drying process) show the same available_kw of 29500.0 across Edge (S2), Mid-size (S5), and Hyperscale (S8) scales. Therefore, the available heat capacity does not scale—it remains constant at 29,500 kW regardless of datacenter scale when using HP upgrade technology.",True,False,True,True,GENERIC_DC|P5_scenario_comparison_L|P2_thermal_compatibility_all|GENERIC_STANDARD|ALL_REGULATORY_ARTICLES,24,synthesis_or_metric,claude-haiku-4-5-20251001
C10,comparative,pass,"Denmark has a DH penetration rate of 65.0%, while Italy has a DH penetration rate of 5.0%, representing a difference of 60.0 percentage points in favor of Denmark.",True,False,False,True,GENERIC_COUNTRY|P3_regulatory_screening_dk|P4_incentives_it_whr|GENERIC_REGULATION|IT_DK_SUPPORT_COMPARE,14,routing_under_retrieval,claude-haiku-4-5-20251001
C11,comparative,abstain,"Not available in the knowledge graph.

The knowledge graph contains a mandatory obligation for data centers (DC with IT power ≥1MW must disclose waste heat capacity annually) under the EU's Energy Efficiency Directive 2023/1791, but it does not specify which country has stronger mandatory IS obligations for data centers, nor does it provide comparative data center obligations at the country level.",False,True,False,True,GENERIC_COUNTRY|P3_regulatory_screening_dk|GENERIC_REGULATION|P1_eed_art26_threshold|IT_DK_SUPPORT_COMPARE,14,routing_under_retrieval,claude-haiku-4-5-20251001
C12,comparative,pass,"Italy's policy framework uses a **financial incentive** (Titoli di Efficienza Energetica / Certificati Bianchi at 25.8 EUR/MWh for waste-heat-recovery, heat-pumps, and absorption-chillers), while Denmark employs a **regulatory mandate** (Varmeforsyningsloven — Heat Supply Act requiring heat sources >1MW to connect to district heating networks if economically feasible). Italy incentivizes specific technologies through subsidies, whereas Denmark mandates connection obligations for large heat sources.",True,False,False,True,IT_DK_SUPPORT_COMPARE|P3_regulatory_screening_dk|P4_incentives_it_whr|GENERIC_REGULATION|GENERIC_COUNTRY,14,routing_under_retrieval,claude-haiku-4-5-20251001
C13,comparative,pass,"Based on the knowledge graph, Italy offers better financial support for industrial-symbiosis projects: Italy provides a financial incentive of 25.8 EUR/MWh for waste-heat-recovery, heat-pump, and absorption-chiller technologies, while Denmark's support is regulatory (Heat Supply Act mandate) rather than financial.",False,False,False,True,IT_DK_SUPPORT_COMPARE|P3_regulatory_screening_dk|P4_incentives_it_whr|GENERIC_REGULATION|GENERIC_COUNTRY,14,routing_under_retrieval,claude-haiku-4-5-20251001
C14,comparative,pass,"3GDH has a supply temperature of 80.0°C, while 4GDH has a supply temperature of 60.0°C. 4GDH at ~47°C is directly compatible with LC data center waste heat without a heat pump, whereas 3GDH requires a heat pump upgrade to reach its 80°C supply temperature from LC waste heat recovery.",True,False,True,True,DK_4GDH_PARAMS|DK_3GDH_PARAMS|DK_DH_COMPARE|P2_thermal_compatibility_all|P1_eed_art26_threshold,12,synthesis_or_metric,claude-haiku-4-5-20251001
C15,comparative,pass,"7 mandatory, 0 voluntary. All regulatory articles in the knowledge graph have ""obligation mandatory""; there are no articles with voluntary obligations.",False,False,True,True,ALL_REGULATORY_ARTICLES|GENERIC_REGULATION|GENERIC_COUNTRY|P1_eed_art26_threshold|P3_regulatory_screening_dk,18,synthesis_or_metric,claude-haiku-4-5-20251001
C16,comparative,pass,"Italy has a financial incentive support type (25.8 EUR/MWh for waste-heat-recovery, heat-pump, and absorption-chiller technologies) with no mandatory connection requirement, whereas Denmark has a regulatory mandate (Heat Supply Act) requiring heat sources >1MW in municipal DH planning areas to connect to the DH network if economically feasible—making Denmark's regulatory burden significantly stricter for a 5 MW data center.",False,False,False,True,IT_DK_SUPPORT_COMPARE|P3_regulatory_screening_dk|P4_incentives_it_whr|GENERIC_COUNTRY|P2_thermal_compatibility_all,16,routing_under_retrieval,claude-haiku-4-5-20251001
C17,comparative,pass,"Denmark (DK) has completed EED transposition, with an eed_transposed value of True.",True,False,False,True,GENERIC_COUNTRY|P6_full_is_path|GENERIC_REGULATION|P1_eed_art26_threshold|ALL_REGULATORY_ARTICLES,40,routing_under_retrieval,claude-haiku-4-5-20251001
C18,comparative,pass,"For a 3GDH network in Denmark, a heat pump (HP) upgrade is required to reach the 80°C supply temperature, whereas a 4GDH network at 60°C supply temperature enables direct compatibility without any upgrade technology needed.",False,False,False,True,DK_4GDH_PARAMS|DK_3GDH_PARAMS|DK_DH_COMPARE|P3_regulatory_screening_dk|P2_thermal_compatibility_all,12,routing_under_retrieval,claude-haiku-4-5-20251001
C19,comparative,pass,"The three upgrade technologies have the following supply temperatures: direct_HX operates at 47.6°C, HP operates at 70.0°C, and CO2_HTHP operates at 110.0°C. This shows a progressive increase in supply temperature capability, with CO2_HTHP providing the highest temperature at 62.4°C above direct_HX.",True,False,True,True,P2_thermal_compatibility_S1|P5_scenario_comparison_L|DK_4GDH_PARAMS|P2_thermal_compatibility_all|DK_DH_COMPARE,15,synthesis_or_metric,claude-haiku-4-5-20251001
C20,comparative,pass,CO2_HTHP achieves the highest supply temperature in the framework at 110.0°C (scenario S9).,True,False,False,True,P5_scenario_comparison_L|P2_thermal_compatibility_all|DK_4GDH_PARAMS|DK_DH_COMPARE|DK_3GDH_PARAMS,14,routing_under_retrieval,claude-haiku-4-5-20251001
C21,comparative,abstain,"Not available in the knowledge graph.

The rows contain supply and return temperatures for DH generations (4GDH: 60°C supply, 35°C return = 25°C delta-T; 3GDH: 80°C supply, 40°C return = 40°C delta-T), but do not provide return temperatures for the three upgrade technologies (direct_HX, HP, CO2_HTHP), making a delta-T comparison across these technologies impossible.",True,True,False,True,DK_4GDH_PARAMS|P5_scenario_comparison_L|DK_3GDH_PARAMS|P2_thermal_compatibility_all|P4_incentives_it_whr,15,borderline_derived,claude-haiku-4-5-20251001
C22,comparative,abstain,"Not available in the knowledge graph.

The knowledge graph contains data only for three processes: Pasteurization, Paper Drying, and Sterilization. There is no information about rubber vulcanization or its technology requirements.",False,True,False,False,P2_thermal_compatibility_all|P5_scenario_comparison_L|P6_full_is_path|ALL_REGULATORY_ARTICLES|DK_3GDH_PARAMS,40,borderline_derived,claude-haiku-4-5-20251001
C23,comparative,pass,"There are 3 industrial-symbiosis scenarios for the mid-size datacenter (DC-M) across all three temperature bands:

**S4** (Pasteurization, T1/Low Grade): supply 47.6°C → required 60.0°C, upgrade_tech direct_HX, status GAP.

**S5** (Paper Drying, T2/Medium Grade): supply 70.0°C → required 90.0°C, upgrade_tech HP, status GAP.

**S6** (Sterilization, T3/High Grade): supply 110.0°C → required 130.0°C, upgrade_tech CO2_HTHP, status GAP.

All three scenarios show temperature gaps requiring progressively more advanced upgrade technologies (direct heat exchanger → heat pump → CO2 high-temperature heat pump) as process temperature requirements increase.",True,False,False,True,TEMPERATURE_BAND_DEF|GENERIC_DC|P2_thermal_compatibility_all|P5_scenario_comparison_L|DK_DH_COMPARE,20,routing_under_retrieval,claude-haiku-4-5-20251001
C24,comparative,abstain,"Not available in the knowledge graph.

The incentive row specifies that absorption-chiller is an eligible technology for ""Titoli di Efficienza Energetica / Certificati Bianchi,"" but the scenario rows do not indicate which scenarios use absorption-chiller as their upgrade technology. The scenarios listed use only direct_HX, HP, and CO2_HTHP technologies.",False,True,False,True,P2_thermal_compatibility_all|P4_incentives_it_whr|GENERIC_ACTOR|GENERIC_COUNTRY|P5_scenario_comparison_L,18,routing_under_retrieval,claude-haiku-4-5-20251001
C25,comparative,pass,"T1, T2, and T3 bands each target the same number of industrial sectors: **2 sectors each** (Food, Drink and Milk, and Pulp and Paper Industry). There is no difference between them.",True,False,True,True,TEMPERATURE_BAND_DEF|SCENARIO_COUNT_BY_SECTOR|P6_full_is_path|DK_DH_COMPARE|GENERIC_DC,37,synthesis_or_metric,claude-haiku-4-5-20251001
C26,comparative,pass,"Based on the knowledge graph, the combination that maximizes both heat capacity and temperature for industrial symbiosis is **Hyperscale data center (DC-L) with CO2_HTHP upgrade technology**: it provides the highest waste heat capacity at 30,000 kW and reaches the highest temperature band (T3) with a supply temperature of 110°C, enabling the most demanding process (Sterilization at 130°C).",True,False,False,True,P5_scenario_comparison_L|P2_thermal_compatibility_all|GENERIC_DC|P1_eed_art26_threshold|P6_full_is_path,40,,claude-haiku-4-5-20251001
C27,comparative,abstain,"Not available in the knowledge graph.

The rows provided contain information about the TEE/CB (Titoli di Efficienza Energetica / Certificati Bianchi) incentive in Italy, including its value (25.8 EUR/MWh) and eligible technologies, but they do not describe or reference any industrial-symbiosis scenarios, nor do they specify how many scenarios exist or how the incentive applies across different scenarios.",False,True,False,False,P4_incentives_it_whr|GENERIC_ACTOR|IT_DK_SUPPORT_COMPARE|DK_DH_COMPARE|GENERIC_COUNTRY,10,routing_under_retrieval,claude-haiku-4-5-20251001
C28,comparative,abstain,"Not available in the knowledge graph.

The provided rows contain regulation and article data, but do not include explicit node type classifications or a complete count of all nodes by type in the knowledge graph. To answer this question accurately, I would need metadata showing the total count of nodes labeled as ""Regulation"" vs ""RegulatoryArticle"" types.",True,True,True,True,GENERIC_REGULATION|GENERIC_COUNTRY|GENERIC_DC|ALL_REGULATORY_ARTICLES|DK_3GDH_PARAMS,20,synthesis_or_metric,claude-haiku-4-5-20251001
C29,comparative,pass,"Danish 3rd Generation DH (3GDH) has a capacity of 500.0 MW, while Danish 4th Generation DH (4GDH) has a capacity of 300.0 MW, making 3GDH 200.0 MW larger than 4GDH.",True,False,True,True,DK_4GDH_PARAMS|DK_3GDH_PARAMS|DK_DH_COMPARE|P3_regulatory_screening_dk|GENERIC_REGULATION,10,synthesis_or_metric,claude-haiku-4-5-20251001
C30,comparative,abstain,"Not available in the knowledge graph.

The rows contain information about the Danish Heat Supply Act (Varmeforsyningsloven) DH Connection Mandate, which applies to heat sources >1MW in municipal DH planning areas that are economically feasible, and notes compliant data centers as 'DC-M' and 'DC-L'. However, the knowledge graph does not contain explicit definitions of ""IS scenarios"" or their eligibility criteria for this mandate.",True,True,True,True,P3_regulatory_screening_dk|P4_incentives_it_whr|IT_DK_SUPPORT_COMPARE|ALL_REGULATORY_ARTICLES|GENERIC_REGULATION,17,,claude-haiku-4-5-20251001
C31,comparative,abstain,"Not available in the knowledge graph.

The rows contain information about financial incentives (IT: 25.8 EUR/MWh for specific technologies) and regulatory mandates (DK: Heat Supply Act requiring DH network connection), but they do not include data on transaction cost reduction potential for either country's industrial-symbiosis projects.",False,True,False,False,IT_DK_SUPPORT_COMPARE|P4_incentives_it_whr|DK_NECP_TARGET|DK_DH_COMPARE|GENERIC_DC,9,borderline_derived,claude-haiku-4-5-20251001
C32,comparative,pass,"Italy has more regulatory instruments for IS in the knowledge graph, with 5 regulations (IT-DM-2021-05-21, IT-DD-2022-05-03, IT-DD-2023-05-04, IT-DD-2023-10-13, IT-DM-MASE-2025-07-21) compared to Denmark's 1 regulation (Varmeforsyningsloven — Heat Supply Act).",False,False,False,True,GENERIC_COUNTRY|GENERIC_REGULATION|IT_DK_SUPPORT_COMPARE|ALL_REGULATORY_ARTICLES|P3_regulatory_screening_dk,19,routing_under_retrieval,claude-haiku-4-5-20251001
C33,comparative,abstain,"Not available in the knowledge graph.

The rows provide individual data points about scenarios (supply/required capacity gaps), upgrade technologies, incentive rates, and regulatory mandates by country, but they do not contain a comparative analysis or scoring that evaluates the ""best combination"" of thermal feasibility, regulatory support, and financial incentive across scenarios. To answer this question would require synthesizing multi-criteria evaluation logic not present in the provided data.",False,True,False,True,P2_thermal_compatibility_all|P4_incentives_it_whr|P5_scenario_comparison_L|IT_DK_SUPPORT_COMPARE|P2_thermal_compatibility_S1,16,routing_under_retrieval,claude-haiku-4-5-20251001
